matrix_id,graph,persona_set,model,bot,seed,t,topic,variance,polarization,persona_drift_mean,delta_from_t0,delta_from_prev,democrat_count,republican_count,independent_count,measured_agents,vote_support_count,vote_against_count,vote_abstain_count,graph_nodes,graph_edges,graph_density,graph_components,graph_isolates,graph_avg_degree,graph_min_degree,graph_max_degree,graph_local_edges,graph_long_range_edges,graph_avg_clustering,graph_transitivity,graph_avg_shortest_path,graph_diameter,graph_degree_assortativity,graph_modularity,graph_bridge_edge_fraction,graph_avg_betweenness,graph_avg_eigenvector,bot_degree
20260317_131451,er,personas,degroot,off,11,0,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.09000000000000001,,,0.0,,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,1,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.02306565413202318,,,-0.06693434586797684,-0.06693434586797684,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,2,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.009098373589233972,,,-0.08090162641076604,-0.013967280542789206,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,3,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.004932482823234888,,,-0.08506751717676513,-0.004165890765999084,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,4,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.002692031952802938,,,-0.08730796804719708,-0.0022404508704319506,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,5,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.0015692481245191145,,,-0.0884307518754809,-0.0011227838282838233,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,6,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.0009196755664695726,,,-0.08908032443353044,-0.0006495725580495419,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,7,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.0005516265744000651,,,-0.08944837342559994,-0.00036804899206950754,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,8,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.0003341449541959571,,,-0.08966585504580406,-0.00021748162020410801,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,9,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.00020539207134994748,,,-0.08979460792865006,-0.0001287528828460096,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,degroot,off,11,10,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.00012768339976267372,,,-0.08987231660023734,-7.770867158727376e-05,,,,,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,0,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.449040949344635,1.01434742437053,0.0,0.0,,18,18,0,36,17,19,0,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,1,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.39845553040504456,1.0014117313035655,0.0,-0.050585418939590454,-0.050585418939590454,20,16,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,2,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3621937334537506,1.0050168115753364,0.0,-0.0868472158908844,-0.036261796951293945,22,14,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,3,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.34561580419540405,1.0018735706215343,0.0,-0.10342514514923096,-0.016577929258346558,21,15,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,4,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3256915807723999,1.0145208753610706,0.0,-0.12334936857223511,-0.01992422342300415,23,13,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,5,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3037334084510803,0.9946036693644155,0.0,-0.1453075408935547,-0.02195817232131958,22,14,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,6,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.29298362135887146,0.9965030558807574,0.0,-0.15605732798576355,-0.010749787092208862,24,12,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,7,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.2747369408607483,1.0099159157801771,0.0,-0.17430400848388672,-0.01824668049812317,21,15,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,8,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.27855271100997925,1.0033995151094925,0.0,-0.17048823833465576,0.003815770149230957,19,17,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,9,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.28365761041641235,0.996831696397122,0.0,-0.16538333892822266,0.0051048994064331055,20,16,0,36,,,,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,off,11,10,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.2551192045211792,1.0077651593642978,0.0,-0.1939217448234558,-0.028538405895233154,25,11,0,36,24,12,0,36,65,0.10317460317460317,1,0,3.611111111111111,1,7,65,0,0.12076719576719576,0.11162790697674418,2.806349206349206,6,-0.15076071922545053,-0.008165680473372738,0.015384615384615385,0.053127917833800185,0.14760658598022225,
20260317_131451,er,personas,semantic,on,11,0,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.4474681615829468,1.01434742437053,0.0,0.0,,19,18,0,37,20,16,0,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,1,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3890027105808258,0.9929354432762191,0.0,-0.05846545100212097,-0.05846545100212097,20,17,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,2,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3728877604007721,0.9867486194266867,0.0,-0.07458040118217468,-0.01611495018005371,22,15,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,3,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3632243275642395,0.998937463541171,0.0,-0.08424383401870728,-0.009663432836532593,23,14,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,4,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3574830889701843,0.9934620958428935,0.0,-0.08998507261276245,-0.005741238594055176,23,14,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,5,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3374369442462921,1.000892941674027,0.0,-0.11003121733665466,-0.020046144723892212,31,6,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,6,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.33052313327789307,1.0119071346477733,0.0,-0.11694502830505371,-0.006913810968399048,28,9,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,7,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3098156452178955,0.9832811229749767,0.0,-0.13765251636505127,-0.02070748805999756,32,5,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,8,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.29882240295410156,0.9850081962082817,0.0,-0.14864575862884521,-0.010993242263793945,33,4,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,9,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.2758059501647949,0.9903485038299188,0.0,-0.17166221141815186,-0.02301645278930664,32,5,0,37,,,,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,personas,semantic,on,11,10,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.26780223846435547,0.9879989310277152,0.0,-0.1796659231185913,-0.008003711700439453,33,4,0,37,18,18,0,37,74,0.1111111111111111,1,0,4.0,1,9,74,0,0.1468682968682969,0.13448275862068965,2.6486486486486487,6,-0.05613395800798252,0.012052593133674183,0.013513513513513514,0.0471042471042471,0.14281377234470935,9
20260317_131451,er,senate,degroot,off,11,0,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.08762400000000004,,,0.0,,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,1,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.007675138266619653,,,-0.07994886173338038,-0.07994886173338038,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,2,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.0012166065051824042,,,-0.08640739349481763,-0.006458531761437249,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,3,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.0002931616820870326,,,-0.08733083831791301,-0.0009234448230953716,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,4,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",7.651672061670094e-05,,,-0.08754748327938333,-0.00021664496147033165,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,5,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",2.3183931871333562e-05,,,-0.0876008160681287,-5.3332788745367376e-05,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,6,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",7.4070184241055e-06,,,-0.08761659298157592,-1.577691344722806e-05,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,7,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",2.516655632523138e-06,,,-0.0876214833443675,-4.8903627915823614e-06,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,8,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",8.84385020254922e-07,,,-0.08762311561497978,-1.632270612268216e-06,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
20260317_131451,er,senate,degroot,off,11,9,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",3.195015019388101e-07,,,-0.0876236804984981,-5.648835183161119e-07,,,,,,,,100,517,0.10444444444444445,1,0,10.34,3,18,517,0,0.11724235241882301,0.11801596351197263,2.2111111111111112,4,-0.0029395260083259897,-0.005046971629958612,0.0,0.012358276643990928,0.09525093982499701,
