matrix_id,graph,model,bot,seed,t,topic,variance,delta_from_t0,delta_from_prev,left_count,center_left_count,center_right_count,right_count,measured_agents,graph_nodes,graph_edges,graph_density,graph_components,graph_isolates,graph_avg_degree,graph_min_degree,graph_max_degree,graph_local_edges,graph_long_range_edges,bot_degree
20260305_235416,rgglr,degroot,off,11,1,Government Environmental Regulations,0.0601799702023074,-0.0787089186865815,-0.0787089186865815,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,2,Government Environmental Regulations,0.03236977374953919,-0.1065191151393497,-0.027810196452768207,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,3,Government Environmental Regulations,0.018372446011189023,-0.12051644287769987,-0.01399732773835017,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,4,Government Environmental Regulations,0.010714914554890088,-0.1281739743339988,-0.007657531456298935,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,5,Government Environmental Regulations,0.006398736623472031,-0.13249015226541686,-0.004316177931418056,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,6,Government Environmental Regulations,0.0038700782899740585,-0.13501881059891482,-0.0025286583334979728,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,7,Government Environmental Regulations,0.0023671850659981405,-0.13652170382289075,-0.001502893223975918,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,8,Government Environmental Regulations,0.001456805212288225,-0.13743208367660067,-0.0009103798537099155,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,9,Government Environmental Regulations,0.0009010040941823307,-0.13798788479470656,-0.0005558011181058943,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,10,Government Environmental Regulations,0.0005589024607146795,-0.1383299864281742,-0.0003421016334676512,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,0,Government Environmental Regulations,0.449040949344635,0.0,,9,9,9,9,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,1,Government Environmental Regulations,0.35014548897743225,-0.09889546036720276,-0.09889546036720276,3,12,19,2,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,2,Government Environmental Regulations,0.34257200360298157,-0.10646894574165344,-0.007573485374450684,3,7,24,2,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,3,Government Environmental Regulations,0.34354168176651,-0.105499267578125,0.0009696781635284424,2,6,28,0,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,4,Government Environmental Regulations,0.3174856901168823,-0.13155525922775269,-0.026055991649627686,1,10,24,1,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,5,Government Environmental Regulations,0.30456891655921936,-0.14447203278541565,-0.012916773557662964,3,10,21,2,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,6,Government Environmental Regulations,0.2995988428592682,-0.14944210648536682,-0.004970073699951172,0,11,24,1,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,7,Government Environmental Regulations,0.27473437786102295,-0.17430657148361206,-0.02486446499824524,2,13,21,0,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,8,Government Environmental Regulations,0.26755067706108093,-0.18149027228355408,-0.007183700799942017,1,12,22,1,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,9,Government Environmental Regulations,0.26410552859306335,-0.18493542075157166,-0.003445148468017578,2,6,27,1,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,10,Government Environmental Regulations,0.25932008028030396,-0.18972086906433105,-0.004785448312759399,2,6,28,0,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,on,11,0,Government Environmental Regulations,0.4458497166633606,0.0,,9,9,10,9,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,1,Government Environmental Regulations,0.373635858297348,-0.07221385836601257,-0.07221385836601257,4,11,19,3,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,2,Government Environmental Regulations,0.33703944087028503,-0.10881027579307556,-0.03659641742706299,0,10,26,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,3,Government Environmental Regulations,0.32476112246513367,-0.12108859419822693,-0.012278318405151367,5,16,14,2,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,4,Government Environmental Regulations,0.3143330216407776,-0.131516695022583,-0.010428100824356079,4,18,15,0,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,5,Government Environmental Regulations,0.31330063939094543,-0.13254907727241516,-0.0010323822498321533,4,15,16,2,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,6,Government Environmental Regulations,0.32717254757881165,-0.11867716908454895,0.013871908187866211,5,15,16,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,7,Government Environmental Regulations,0.3110200762748718,-0.13482964038848877,-0.01615247130393982,1,13,22,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,8,Government Environmental Regulations,0.2968805730342865,-0.1489691436290741,-0.014139503240585327,4,16,16,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,9,Government Environmental Regulations,0.28822848200798035,-0.15762123465538025,-0.008652091026306152,2,10,25,0,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,10,Government Environmental Regulations,0.2632138729095459,-0.1826358437538147,-0.025014609098434448,0,2,34,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,degroot,off,23,0,Government Environmental Regulations,0.1388888888888889,0.0,,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,1,Government Environmental Regulations,0.08638790956312012,-0.052500979325768776,-0.052500979325768776,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,2,Government Environmental Regulations,0.06011607670346469,-0.0787728121854242,-0.026271832859655432,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,3,Government Environmental Regulations,0.04384924686692779,-0.09503964202196111,-0.0162668298365369,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,4,Government Environmental Regulations,0.032783268763246935,-0.10610562012564195,-0.011065978103680853,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,5,Government Environmental Regulations,0.02489493578552511,-0.11399395310336378,-0.007888332977721825,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,6,Government Environmental Regulations,0.0190666716909093,-0.1198222171979796,-0.005828264094615811,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,7,Government Environmental Regulations,0.014674846148641056,-0.12421404274024783,-0.004391825542268243,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,8,Government Environmental Regulations,0.011325033836254463,-0.12756385505263443,-0.003349812312386593,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,9,Government Environmental Regulations,0.008752779520515949,-0.13013610936837294,-0.0025722543157385147,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,10,Government Environmental Regulations,0.00677012277119932,-0.13211876611768958,-0.001982656749316629,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,0,Government Environmental Regulations,0.449040949344635,0.0,,9,9,9,9,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,1,Government Environmental Regulations,0.3557696044445038,-0.09327134490013123,-0.09327134490013123,2,10,24,0,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,2,Government Environmental Regulations,0.3471784293651581,-0.10186251997947693,-0.008591175079345703,4,9,22,1,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,3,Government Environmental Regulations,0.3441665470600128,-0.10487440228462219,-0.0030118823051452637,3,11,20,2,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,4,Government Environmental Regulations,0.3248354196548462,-0.12420552968978882,-0.019331127405166626,2,17,15,2,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,5,Government Environmental Regulations,0.3008219599723816,-0.14821898937225342,-0.0240134596824646,2,19,14,1,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,6,Government Environmental Regulations,0.28702908754348755,-0.16201186180114746,-0.013792872428894043,2,14,20,0,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,7,Government Environmental Regulations,0.28721219301223755,-0.16182875633239746,0.00018310546875,4,18,12,2,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,8,Government Environmental Regulations,0.2720489799976349,-0.17699196934700012,-0.015163213014602661,2,19,14,1,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,9,Government Environmental Regulations,0.2911113500595093,-0.15792959928512573,0.01906237006187439,4,22,9,1,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,off,23,10,Government Environmental Regulations,0.28560417890548706,-0.16343677043914795,-0.005507171154022217,4,21,9,2,36,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,semantic,on,23,0,Government Environmental Regulations,0.4458497166633606,0.0,,9,9,10,9,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,1,Government Environmental Regulations,0.3728032112121582,-0.07304650545120239,-0.07304650545120239,7,8,21,1,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,2,Government Environmental Regulations,0.36049243807792664,-0.08535727858543396,-0.012310773134231567,5,3,27,2,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,3,Government Environmental Regulations,0.35199838876724243,-0.09385132789611816,-0.008494049310684204,4,5,27,1,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,4,Government Environmental Regulations,0.3479703962802887,-0.0978793203830719,-0.004027992486953735,4,10,23,0,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,5,Government Environmental Regulations,0.3328685462474823,-0.1129811704158783,-0.015101850032806396,4,7,24,2,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,6,Government Environmental Regulations,0.3003121614456177,-0.14553755521774292,-0.032556384801864624,8,5,23,1,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,7,Government Environmental Regulations,0.3081294000148773,-0.13772031664848328,0.007817238569259644,8,5,24,0,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,8,Government Environmental Regulations,0.3045713007450104,-0.14127841591835022,-0.0035580992698669434,7,9,20,1,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,9,Government Environmental Regulations,0.28436821699142456,-0.16148149967193604,-0.020203083753585815,6,4,27,0,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,semantic,on,23,10,Government Environmental Regulations,0.3048152029514313,-0.14103451371192932,0.020446985960006714,6,5,24,2,37,37,154,0.23123123123123124,1,0,8.324324324324325,3,15,134,20,5
20260305_235416,rgglr,degroot,off,42,0,Government Environmental Regulations,0.1388888888888889,0.0,,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,1,Government Environmental Regulations,0.07609362950537543,-0.06279525938351346,-0.06279525938351346,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,2,Government Environmental Regulations,0.04485695257893169,-0.09403193630995721,-0.03123667692644374,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,3,Government Environmental Regulations,0.02725933028976374,-0.11162955859912516,-0.017597622289167954,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,4,Government Environmental Regulations,0.016420160493604025,-0.12246872839528487,-0.010839169796159714,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,5,Government Environmental Regulations,0.009959734139267422,-0.12892915474962147,-0.0064604263543366035,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,6,Government Environmental Regulations,0.0060257937048534245,-0.13286309518403547,-0.003933940434413997,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,7,Government Environmental Regulations,0.0036523901858396355,-0.13523649870304927,-0.002373403519013789,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,8,Government Environmental Regulations,0.0022130497552619506,-0.13667583913362694,-0.001439340430577685,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,9,Government Environmental Regulations,0.0013417006985902659,-0.13754718819029862,-0.0008713490566716847,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,degroot,off,42,10,Government Environmental Regulations,0.0008135531648556554,-0.13807533572403324,-0.0005281475337346104,,,,,,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,0,Government Environmental Regulations,0.449040949344635,0.0,,9,9,9,9,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,1,Government Environmental Regulations,0.3622261881828308,-0.0868147611618042,-0.0868147611618042,3,14,19,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,2,Government Environmental Regulations,0.32382041215896606,-0.12522053718566895,-0.038405776023864746,2,7,27,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,3,Government Environmental Regulations,0.32483455538749695,-0.12420639395713806,0.0010141432285308838,3,10,23,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,4,Government Environmental Regulations,0.29490357637405396,-0.15413737297058105,-0.029930979013442993,2,9,25,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,5,Government Environmental Regulations,0.28439861536026,-0.164642333984375,-0.010504961013793945,0,9,27,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,6,Government Environmental Regulations,0.24599957466125488,-0.20304137468338013,-0.03839904069900513,0,7,29,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,7,Government Environmental Regulations,0.21445393562316895,-0.23458701372146606,-0.03154563903808594,0,7,29,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,8,Government Environmental Regulations,0.2279299944639206,-0.22111095488071442,0.013476058840751648,2,5,28,1,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,9,Government Environmental Regulations,0.2282552421092987,-0.2207857072353363,0.0003252476453781128,1,8,27,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,off,42,10,Government Environmental Regulations,0.17800408601760864,-0.27103686332702637,-0.050251156091690063,4,4,28,0,36,36,139,0.22063492063492063,1,0,7.722222222222222,3,13,119,20,
20260305_235416,rgglr,semantic,on,42,0,Government Environmental Regulations,0.4458497166633606,0.0,,9,9,10,9,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,1,Government Environmental Regulations,0.3638707995414734,-0.08197891712188721,-0.08197891712188721,6,14,17,0,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,2,Government Environmental Regulations,0.3447575569152832,-0.10109215974807739,-0.019113242626190186,3,17,17,0,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,3,Government Environmental Regulations,0.33874812722206116,-0.10710158944129944,-0.006009429693222046,2,12,23,0,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,4,Government Environmental Regulations,0.3272510766983032,-0.11859863996505737,-0.011497050523757935,2,17,18,0,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,5,Government Environmental Regulations,0.3435240685939789,-0.10232564806938171,0.01627299189567566,5,17,14,1,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,6,Government Environmental Regulations,0.30449986457824707,-0.14134985208511353,-0.03902420401573181,2,19,16,0,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,7,Government Environmental Regulations,0.29745224118232727,-0.14839747548103333,-0.0070476233959198,4,19,14,0,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,8,Government Environmental Regulations,0.30907607078552246,-0.13677364587783813,0.01162382960319519,2,18,16,1,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,9,Government Environmental Regulations,0.28630486130714417,-0.15954485535621643,-0.022771209478378296,1,14,21,1,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
20260305_235416,rgglr,semantic,on,42,10,Government Environmental Regulations,0.2798556089401245,-0.16599410772323608,-0.006449252367019653,4,12,21,0,37,37,146,0.21921921921921922,1,0,7.891891891891892,3,13,126,20,7
